,text,label
608,Guide me to transport sector?,https://rura.rw/index.php?id=104&tx_news_pi1%5Bnews%5D=9&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=1e306f11763554a3c2ec733ce42b81a8
609,Where do you get transport sector?,https://rura.rw/index.php?id=104&tx_news_pi1%5Bnews%5D=9&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=1e306f11763554a3c2ec733ce42b81a8
610,Where can I find information about transport sector?,https://rura.rw/index.php?id=104&tx_news_pi1%5Bnews%5D=9&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=1e306f11763554a3c2ec733ce42b81a8
611,What is the link to the transport sector?,https://rura.rw/index.php?id=104&tx_news_pi1%5Bnews%5D=9&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=1e306f11763554a3c2ec733ce42b81a8
612,How do you get transport sector?,https://rura.rw/index.php?id=104&tx_news_pi1%5Bnews%5D=9&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=1e306f11763554a3c2ec733ce42b81a8
613,What can you tell me about transport sector?,https://rura.rw/index.php?id=104&tx_news_pi1%5Bnews%5D=9&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=1e306f11763554a3c2ec733ce42b81a8
614,Is there a rura in the united states?,https://rura.rw/index.php?id=104&tx_news_pi1%5Bnews%5D=9&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=1e306f11763554a3c2ec733ce42b81a8
615,Is the rura website a true story?,https://rura.rw/index.php?id=104&tx_news_pi1%5Bnews%5D=9&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=1e306f11763554a3c2ec733ce42b81a8
616,Guide me to read more?,https://rura.rw/index.php?id=104&tx_news_pi1%5Bnews%5D=9&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=1e306f11763554a3c2ec733ce42b81a8
617,Where do you get read more?,https://rura.rw/index.php?id=104&tx_news_pi1%5Bnews%5D=9&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=1e306f11763554a3c2ec733ce42b81a8
618,Where can I find information about read more?,https://rura.rw/index.php?id=104&tx_news_pi1%5Bnews%5D=9&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=1e306f11763554a3c2ec733ce42b81a8
619,What is the link to the read more?,https://rura.rw/index.php?id=104&tx_news_pi1%5Bnews%5D=9&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=1e306f11763554a3c2ec733ce42b81a8
620,How do you get read more?,https://rura.rw/index.php?id=104&tx_news_pi1%5Bnews%5D=9&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=1e306f11763554a3c2ec733ce42b81a8
621,What can you tell me about read more?,https://rura.rw/index.php?id=104&tx_news_pi1%5Bnews%5D=9&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=1e306f11763554a3c2ec733ce42b81a8
622,Is there a rura in the united states?,https://rura.rw/index.php?id=104&tx_news_pi1%5Bnews%5D=9&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=1e306f11763554a3c2ec733ce42b81a8
623,Is the rura website a true story?,https://rura.rw/index.php?id=104&tx_news_pi1%5Bnews%5D=9&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=1e306f11763554a3c2ec733ce42b81a8
624,Guide me to water and sanitation sector?,https://rura.rw/index.php?id=104&tx_news_pi1%5Bnews%5D=10&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=080d8ba93034ea8804a270818390fcc7
625,Where do you get water and sanitation sector?,https://rura.rw/index.php?id=104&tx_news_pi1%5Bnews%5D=10&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=080d8ba93034ea8804a270818390fcc7
626,Where can I find information about water and sanitation sector?,https://rura.rw/index.php?id=104&tx_news_pi1%5Bnews%5D=10&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=080d8ba93034ea8804a270818390fcc7
627,What is the link to the water and sanitation sector?,https://rura.rw/index.php?id=104&tx_news_pi1%5Bnews%5D=10&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=080d8ba93034ea8804a270818390fcc7
628,How do you get water and sanitation sector?,https://rura.rw/index.php?id=104&tx_news_pi1%5Bnews%5D=10&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=080d8ba93034ea8804a270818390fcc7
629,What can you tell me about water and sanitation sector?,https://rura.rw/index.php?id=104&tx_news_pi1%5Bnews%5D=10&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=080d8ba93034ea8804a270818390fcc7
630,Is the rura website true or false?,https://rura.rw/index.php?id=104&tx_news_pi1%5Bnews%5D=10&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=080d8ba93034ea8804a270818390fcc7
631,Is there a difference between true and false news?,https://rura.rw/index.php?id=104&tx_news_pi1%5Bnews%5D=10&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=080d8ba93034ea8804a270818390fcc7
632,Guide me to read more?,https://rura.rw/index.php?id=104&tx_news_pi1%5Bnews%5D=10&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=080d8ba93034ea8804a270818390fcc7
633,Where do you get read more?,https://rura.rw/index.php?id=104&tx_news_pi1%5Bnews%5D=10&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=080d8ba93034ea8804a270818390fcc7
634,Where can I find information about read more?,https://rura.rw/index.php?id=104&tx_news_pi1%5Bnews%5D=10&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=080d8ba93034ea8804a270818390fcc7
635,What is the link to the read more?,https://rura.rw/index.php?id=104&tx_news_pi1%5Bnews%5D=10&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=080d8ba93034ea8804a270818390fcc7
636,How do you get read more?,https://rura.rw/index.php?id=104&tx_news_pi1%5Bnews%5D=10&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=080d8ba93034ea8804a270818390fcc7
637,What can you tell me about read more?,https://rura.rw/index.php?id=104&tx_news_pi1%5Bnews%5D=10&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=080d8ba93034ea8804a270818390fcc7
638,Is there a rura in the united states?,https://rura.rw/index.php?id=104&tx_news_pi1%5Bnews%5D=10&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=080d8ba93034ea8804a270818390fcc7
639,Is the rura website a true story?,https://rura.rw/index.php?id=104&tx_news_pi1%5Bnews%5D=10&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=080d8ba93034ea8804a270818390fcc7
640,Guide me to energy sector?,https://rura.rw/index.php?id=104&tx_news_pi1%5Bnews%5D=8&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=be96bf6a3f57cce32b1c5a95937656dd
641,Where do you get energy sector?,https://rura.rw/index.php?id=104&tx_news_pi1%5Bnews%5D=8&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=be96bf6a3f57cce32b1c5a95937656dd
642,Where can I find information about energy sector?,https://rura.rw/index.php?id=104&tx_news_pi1%5Bnews%5D=8&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=be96bf6a3f57cce32b1c5a95937656dd
643,What is the link to the energy sector?,https://rura.rw/index.php?id=104&tx_news_pi1%5Bnews%5D=8&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=be96bf6a3f57cce32b1c5a95937656dd
644,How do you get energy sector?,https://rura.rw/index.php?id=104&tx_news_pi1%5Bnews%5D=8&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=be96bf6a3f57cce32b1c5a95937656dd
645,What can you tell me about energy sector?,https://rura.rw/index.php?id=104&tx_news_pi1%5Bnews%5D=8&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=be96bf6a3f57cce32b1c5a95937656dd
646,Is there a rura in the united states?,https://rura.rw/index.php?id=104&tx_news_pi1%5Bnews%5D=8&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=be96bf6a3f57cce32b1c5a95937656dd
647,Is there a rura in texas?,https://rura.rw/index.php?id=104&tx_news_pi1%5Bnews%5D=8&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=be96bf6a3f57cce32b1c5a95937656dd
648,Guide me to read more?,https://rura.rw/index.php?id=104&tx_news_pi1%5Bnews%5D=8&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=be96bf6a3f57cce32b1c5a95937656dd
649,Where do you get read more?,https://rura.rw/index.php?id=104&tx_news_pi1%5Bnews%5D=8&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=be96bf6a3f57cce32b1c5a95937656dd
650,Where can I find information about read more?,https://rura.rw/index.php?id=104&tx_news_pi1%5Bnews%5D=8&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=be96bf6a3f57cce32b1c5a95937656dd
651,What is the link to the read more?,https://rura.rw/index.php?id=104&tx_news_pi1%5Bnews%5D=8&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=be96bf6a3f57cce32b1c5a95937656dd
652,How do you get read more?,https://rura.rw/index.php?id=104&tx_news_pi1%5Bnews%5D=8&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=be96bf6a3f57cce32b1c5a95937656dd
653,What can you tell me about read more?,https://rura.rw/index.php?id=104&tx_news_pi1%5Bnews%5D=8&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=be96bf6a3f57cce32b1c5a95937656dd
654,Is the rura website true or false?,https://rura.rw/index.php?id=104&tx_news_pi1%5Bnews%5D=8&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=be96bf6a3f57cce32b1c5a95937656dd
655,Is there a difference between true and false news?,https://rura.rw/index.php?id=104&tx_news_pi1%5Bnews%5D=8&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=be96bf6a3f57cce32b1c5a95937656dd
656,Guide me to radiation protection ?,https://rura.rw/index.php?id=104&tx_news_pi1%5Bnews%5D=7&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=16f185b66db7e293156282257bf28fb4
657,Where do you get radiation protection ?,https://rura.rw/index.php?id=104&tx_news_pi1%5Bnews%5D=7&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=16f185b66db7e293156282257bf28fb4
658,Where can I find information about radiation protection ?,https://rura.rw/index.php?id=104&tx_news_pi1%5Bnews%5D=7&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=16f185b66db7e293156282257bf28fb4
659,What is the link to the radiation protection ?,https://rura.rw/index.php?id=104&tx_news_pi1%5Bnews%5D=7&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=16f185b66db7e293156282257bf28fb4
660,How do you get radiation protection ?,https://rura.rw/index.php?id=104&tx_news_pi1%5Bnews%5D=7&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=16f185b66db7e293156282257bf28fb4
661,What can you tell me about radiation protection ?,https://rura.rw/index.php?id=104&tx_news_pi1%5Bnews%5D=7&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=16f185b66db7e293156282257bf28fb4
662,Is there a rura in the united states?,https://rura.rw/index.php?id=104&tx_news_pi1%5Bnews%5D=7&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=16f185b66db7e293156282257bf28fb4
663,Is there a rura in texas?,https://rura.rw/index.php?id=104&tx_news_pi1%5Bnews%5D=7&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=16f185b66db7e293156282257bf28fb4
664,Guide me to read more?,https://rura.rw/index.php?id=104&tx_news_pi1%5Bnews%5D=7&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=16f185b66db7e293156282257bf28fb4
665,Where do you get read more?,https://rura.rw/index.php?id=104&tx_news_pi1%5Bnews%5D=7&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=16f185b66db7e293156282257bf28fb4
666,Where can I find information about read more?,https://rura.rw/index.php?id=104&tx_news_pi1%5Bnews%5D=7&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=16f185b66db7e293156282257bf28fb4
667,What is the link to the read more?,https://rura.rw/index.php?id=104&tx_news_pi1%5Bnews%5D=7&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=16f185b66db7e293156282257bf28fb4
668,How do you get read more?,https://rura.rw/index.php?id=104&tx_news_pi1%5Bnews%5D=7&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=16f185b66db7e293156282257bf28fb4
669,What can you tell me about read more?,https://rura.rw/index.php?id=104&tx_news_pi1%5Bnews%5D=7&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=16f185b66db7e293156282257bf28fb4
670,Is the rura website true or false?,https://rura.rw/index.php?id=104&tx_news_pi1%5Bnews%5D=7&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=16f185b66db7e293156282257bf28fb4
671,Is there a difference between true and false news?,https://rura.rw/index.php?id=104&tx_news_pi1%5Bnews%5D=7&tx_news_pi1%5Bcontroller%5D=News&tx_news_pi1%5Baction%5D=detail&cHash=16f185b66db7e293156282257bf28fb4
672,"Guide me to 
          active mobile telephone subscriptions as of november  2022     
        ?",https://rura.rw/fileadmin/Documents/ICT/statistics/Mobile-cellular_telephone_subscriptions_report_as_of_November_2022.pdf
673,"Where do you get 
          active mobile telephone subscriptions as of november  2022     
        ?",https://rura.rw/fileadmin/Documents/ICT/statistics/Mobile-cellular_telephone_subscriptions_report_as_of_November_2022.pdf
674,"Where can I find information about 
          active mobile telephone subscriptions as of november  2022     
        ?",https://rura.rw/fileadmin/Documents/ICT/statistics/Mobile-cellular_telephone_subscriptions_report_as_of_November_2022.pdf
675,"What is the link to the 
          active mobile telephone subscriptions as of november  2022     
        ?",https://rura.rw/fileadmin/Documents/ICT/statistics/Mobile-cellular_telephone_subscriptions_report_as_of_November_2022.pdf
676,"How do you get 
          active mobile telephone subscriptions as of november  2022     
        ?",https://rura.rw/fileadmin/Documents/ICT/statistics/Mobile-cellular_telephone_subscriptions_report_as_of_November_2022.pdf
677,"What can you tell me about 
          active mobile telephone subscriptions as of november  2022     
        ?",https://rura.rw/fileadmin/Documents/ICT/statistics/Mobile-cellular_telephone_subscriptions_report_as_of_November_2022.pdf
678,Is there such a thing as cellular phone subscriptions?,https://rura.rw/fileadmin/Documents/ICT/statistics/Mobile-cellular_telephone_subscriptions_report_as_of_November_2022.pdf
679,Is there such a thing as mobile cellular phone subscriptions?,https://rura.rw/fileadmin/Documents/ICT/statistics/Mobile-cellular_telephone_subscriptions_report_as_of_November_2022.pdf
680,"Guide me to 
           report for ict sector as of the 3rd quarter of the year 2022      
        ?",https://rura.rw/fileadmin/Documents/ICT/statistics/Statistics_Report_for_Telecom__Media_and_Broadcasting_Sector_as_of_the_Third_Quarter_of_the_Year_2022.pdf
681,"Where do you get 
           report for ict sector as of the 3rd quarter of the year 2022      
        ?",https://rura.rw/fileadmin/Documents/ICT/statistics/Statistics_Report_for_Telecom__Media_and_Broadcasting_Sector_as_of_the_Third_Quarter_of_the_Year_2022.pdf
682,"Where can I find information about 
           report for ict sector as of the 3rd quarter of the year 2022      
        ?",https://rura.rw/fileadmin/Documents/ICT/statistics/Statistics_Report_for_Telecom__Media_and_Broadcasting_Sector_as_of_the_Third_Quarter_of_the_Year_2022.pdf
683,"What is the link to the 
           report for ict sector as of the 3rd quarter of the year 2022      
        ?",https://rura.rw/fileadmin/Documents/ICT/statistics/Statistics_Report_for_Telecom__Media_and_Broadcasting_Sector_as_of_the_Third_Quarter_of_the_Year_2022.pdf
684,"How do you get 
           report for ict sector as of the 3rd quarter of the year 2022      
        ?",https://rura.rw/fileadmin/Documents/ICT/statistics/Statistics_Report_for_Telecom__Media_and_Broadcasting_Sector_as_of_the_Third_Quarter_of_the_Year_2022.pdf
685,"What can you tell me about 
           report for ict sector as of the 3rd quarter of the year 2022      
        ?",https://rura.rw/fileadmin/Documents/ICT/statistics/Statistics_Report_for_Telecom__Media_and_Broadcasting_Sector_as_of_the_Third_Quarter_of_the_Year_2022.pdf
686,Is the telecommunications and broadcasting sector true or false?,https://rura.rw/fileadmin/Documents/ICT/statistics/Statistics_Report_for_Telecom__Media_and_Broadcasting_Sector_as_of_the_Third_Quarter_of_the_Year_2022.pdf
687,Is the telecommunications statistics true or false?,https://rura.rw/fileadmin/Documents/ICT/statistics/Statistics_Report_for_Telecom__Media_and_Broadcasting_Sector_as_of_the_Third_Quarter_of_the_Year_2022.pdf
688,"Guide me to 
          list of electrical installations permit holders as of november  2022     
        ?",https://rura.rw/fileadmin/Documents/Energy/Statistics/Report_on_list_of_Electrical_Installations_Permit_Holders_as_of_November__2022.pdf
689,"Where do you get 
          list of electrical installations permit holders as of november  2022     
        ?",https://rura.rw/fileadmin/Documents/Energy/Statistics/Report_on_list_of_Electrical_Installations_Permit_Holders_as_of_November__2022.pdf
690,"Where can I find information about 
          list of electrical installations permit holders as of november  2022     
        ?",https://rura.rw/fileadmin/Documents/Energy/Statistics/Report_on_list_of_Electrical_Installations_Permit_Holders_as_of_November__2022.pdf
691,"What is the link to the 
          list of electrical installations permit holders as of november  2022     
        ?",https://rura.rw/fileadmin/Documents/Energy/Statistics/Report_on_list_of_Electrical_Installations_Permit_Holders_as_of_November__2022.pdf
692,"How do you get 
          list of electrical installations permit holders as of november  2022     
        ?",https://rura.rw/fileadmin/Documents/Energy/Statistics/Report_on_list_of_Electrical_Installations_Permit_Holders_as_of_November__2022.pdf
693,"What can you tell me about 
          list of electrical installations permit holders as of november  2022     
        ?",https://rura.rw/fileadmin/Documents/Energy/Statistics/Report_on_list_of_Electrical_Installations_Permit_Holders_as_of_November__2022.pdf
694,Is a permit holder true or false?,https://rura.rw/fileadmin/Documents/Energy/Statistics/Report_on_list_of_Electrical_Installations_Permit_Holders_as_of_November__2022.pdf
695,Are permit holders true or false?,https://rura.rw/fileadmin/Documents/Energy/Statistics/Report_on_list_of_Electrical_Installations_Permit_Holders_as_of_November__2022.pdf
696,Guide me to online services?,https://licensing.rura.rw/
697,Where do you get online services?,https://licensing.rura.rw/
698,Where can I find information about online services?,https://licensing.rura.rw/
699,What is the link to the online services?,https://licensing.rura.rw/
700,How do you get online services?,https://licensing.rura.rw/
701,What can you tell me about online services?,https://licensing.rura.rw/
702,Guide me to driver vocational card  dvc ?,https://dvc.rura.rw/
703,Where do you get driver vocational card  dvc ?,https://dvc.rura.rw/
704,Where can I find information about driver vocational card  dvc ?,https://dvc.rura.rw/
705,What is the link to the driver vocational card  dvc ?,https://dvc.rura.rw/
706,How do you get driver vocational card  dvc ?,https://dvc.rura.rw/
707,What can you tell me about driver vocational card  dvc ?,https://dvc.rura.rw/
708,Guide me to consumer complaint?,https://licensing.rura.rw/customer/complaint/form
709,Where do you get consumer complaint?,https://licensing.rura.rw/customer/complaint/form
710,Where can I find information about consumer complaint?,https://licensing.rura.rw/customer/complaint/form
711,What is the link to the consumer complaint?,https://licensing.rura.rw/customer/complaint/form
712,How do you get consumer complaint?,https://licensing.rura.rw/customer/complaint/form
713,What can you tell me about consumer complaint?,https://licensing.rura.rw/customer/complaint/form
714,Is the rw license a true or false?,https://licensing.rura.rw/customer/complaint/form
715,Is the rw license a false or false?,https://licensing.rura.rw/customer/complaint/form
716,Guide me to type approved devices?,https://licensing.rura.rw/type-approval/search-devices
717,Where do you get type approved devices?,https://licensing.rura.rw/type-approval/search-devices
718,Where can I find information about type approved devices?,https://licensing.rura.rw/type-approval/search-devices
719,What is the link to the type approved devices?,https://licensing.rura.rw/type-approval/search-devices
720,How do you get type approved devices?,https://licensing.rura.rw/type-approval/search-devices
721,What can you tell me about type approved devices?,https://licensing.rura.rw/type-approval/search-devices
722,Is there a type of license for search devices?,https://licensing.rura.rw/type-approval/search-devices
723,Does rura have a type approval for search devices?,https://licensing.rura.rw/type-approval/search-devices
724,Guide me to imei verification system?,http://www.rura.rw/tcrplus/
725,Where do you get imei verification system?,http://www.rura.rw/tcrplus/
726,Where can I find information about imei verification system?,http://www.rura.rw/tcrplus/
727,What is the link to the imei verification system?,http://www.rura.rw/tcrplus/
728,How do you get imei verification system?,http://www.rura.rw/tcrplus/
729,What can you tell me about imei verification system?,http://www.rura.rw/tcrplus/
730,Guide me to annual reports?,https://rura.rw/index.php?id=213
731,Where do you get annual reports?,https://rura.rw/index.php?id=213
732,Where can I find information about annual reports?,https://rura.rw/index.php?id=213
733,What is the link to the annual reports?,https://rura.rw/index.php?id=213
734,How do you get annual reports?,https://rura.rw/index.php?id=213
735,What can you tell me about annual reports?,https://rura.rw/index.php?id=213
736,Guide me to tariffs?,https://rura.rw/index.php?id=288
737,Where do you get tariffs?,https://rura.rw/index.php?id=288
738,Where can I find information about tariffs?,https://rura.rw/index.php?id=288
739,What is the link to the tariffs?,https://rura.rw/index.php?id=288
740,How do you get tariffs?,https://rura.rw/index.php?id=288
741,What can you tell me about tariffs?,https://rura.rw/index.php?id=288
742,Guide me to statistics?,https://rura.rw/index.php?id=276
743,Where do you get statistics?,https://rura.rw/index.php?id=276
744,Where can I find information about statistics?,https://rura.rw/index.php?id=276
745,What is the link to the statistics?,https://rura.rw/index.php?id=276
746,How do you get statistics?,https://rura.rw/index.php?id=276
747,What can you tell me about statistics?,https://rura.rw/index.php?id=276
748,Guide me to revoked licenses?,https://rura.rw/index.php?id=287
749,Where do you get revoked licenses?,https://rura.rw/index.php?id=287
750,Where can I find information about revoked licenses?,https://rura.rw/index.php?id=287
751,What is the link to the revoked licenses?,https://rura.rw/index.php?id=287
752,How do you get revoked licenses?,https://rura.rw/index.php?id=287
753,What can you tell me about revoked licenses?,https://rura.rw/index.php?id=287
754,Guide me to key ict documents?,https://rura.rw/index.php?id=211
755,Where do you get key ict documents?,https://rura.rw/index.php?id=211
756,Where can I find information about key ict documents?,https://rura.rw/index.php?id=211
757,What is the link to the key ict documents?,https://rura.rw/index.php?id=211
758,How do you get key ict documents?,https://rura.rw/index.php?id=211
759,What can you tell me about key ict documents?,https://rura.rw/index.php?id=211
760,Guide me to consumer affairs?,https://rura.rw/index.php?id=279
761,Where do you get consumer affairs?,https://rura.rw/index.php?id=279
762,Where can I find information about consumer affairs?,https://rura.rw/index.php?id=279
763,What is the link to the consumer affairs?,https://rura.rw/index.php?id=279
764,How do you get consumer affairs?,https://rura.rw/index.php?id=279
765,What can you tell me about consumer affairs?,https://rura.rw/index.php?id=279
766,Guide me to regulations and guidelines?,https://rura.rw/index.php?id=207
767,Where do you get regulations and guidelines?,https://rura.rw/index.php?id=207
768,Where can I find information about regulations and guidelines?,https://rura.rw/index.php?id=207
769,What is the link to the regulations and guidelines?,https://rura.rw/index.php?id=207
770,How do you get regulations and guidelines?,https://rura.rw/index.php?id=207
771,What can you tell me about regulations and guidelines?,https://rura.rw/index.php?id=207
772,Guide me to board decisions?,https://rura.rw/index.php?id=208
773,Where do you get board decisions?,https://rura.rw/index.php?id=208
774,Where can I find information about board decisions?,https://rura.rw/index.php?id=208
775,What is the link to the board decisions?,https://rura.rw/index.php?id=208
776,How do you get board decisions?,https://rura.rw/index.php?id=208
777,What can you tell me about board decisions?,https://rura.rw/index.php?id=208
778,Guide me to regulations for consultation?,https://rura.rw/index.php?id=291
779,Where do you get regulations for consultation?,https://rura.rw/index.php?id=291
780,Where can I find information about regulations for consultation?,https://rura.rw/index.php?id=291
781,What is the link to the regulations for consultation?,https://rura.rw/index.php?id=291
782,How do you get regulations for consultation?,https://rura.rw/index.php?id=291
783,What can you tell me about regulations for consultation?,https://rura.rw/index.php?id=291
784,Guide me to faqs?,https://rura.rw/index.php?id=217
785,Where do you get faqs?,https://rura.rw/index.php?id=217
786,Where can I find information about faqs?,https://rura.rw/index.php?id=217
787,What is the link to the faqs?,https://rura.rw/index.php?id=217
788,How do you get faqs?,https://rura.rw/index.php?id=217
789,What can you tell me about faqs?,https://rura.rw/index.php?id=217
790,Guide me to tweets by rura_rwanda?,https://twitter.com/RURA_RWANDA
791,Where do you get tweets by rura_rwanda?,https://twitter.com/RURA_RWANDA
792,Where can I find information about tweets by rura_rwanda?,https://twitter.com/RURA_RWANDA
793,What is the link to the tweets by rura_rwanda?,https://twitter.com/RURA_RWANDA
794,How do you get tweets by rura_rwanda?,https://twitter.com/RURA_RWANDA
795,What can you tell me about tweets by rura_rwanda?,https://twitter.com/RURA_RWANDA
796,"Guide me to 
          rura hosts government institutions to discuss nuclear safeguards implementation
        ?",https://rura.rw/index.php?id=95&tx_news_pi1%5Bnews%5D=1697&tx_news_pi1%5Bday%5D=22&tx_news_pi1%5Bmonth%5D=11&tx_news_pi1%5Byear%5D=2022&cHash=3114a7391a8b2521275ed7a234870177
797,"Where do you get 
          rura hosts government institutions to discuss nuclear safeguards implementation
        ?",https://rura.rw/index.php?id=95&tx_news_pi1%5Bnews%5D=1697&tx_news_pi1%5Bday%5D=22&tx_news_pi1%5Bmonth%5D=11&tx_news_pi1%5Byear%5D=2022&cHash=3114a7391a8b2521275ed7a234870177
798,"Where can I find information about 
          rura hosts government institutions to discuss nuclear safeguards implementation
        ?",https://rura.rw/index.php?id=95&tx_news_pi1%5Bnews%5D=1697&tx_news_pi1%5Bday%5D=22&tx_news_pi1%5Bmonth%5D=11&tx_news_pi1%5Byear%5D=2022&cHash=3114a7391a8b2521275ed7a234870177
799,"What is the link to the 
          rura hosts government institutions to discuss nuclear safeguards implementation
        ?",https://rura.rw/index.php?id=95&tx_news_pi1%5Bnews%5D=1697&tx_news_pi1%5Bday%5D=22&tx_news_pi1%5Bmonth%5D=11&tx_news_pi1%5Byear%5D=2022&cHash=3114a7391a8b2521275ed7a234870177
800,"How do you get 
          rura hosts government institutions to discuss nuclear safeguards implementation
        ?",https://rura.rw/index.php?id=95&tx_news_pi1%5Bnews%5D=1697&tx_news_pi1%5Bday%5D=22&tx_news_pi1%5Bmonth%5D=11&tx_news_pi1%5Byear%5D=2022&cHash=3114a7391a8b2521275ed7a234870177
